,uniform_id,trialid,sentnum,ianum,ia,firstfix_dur,firstrun_dur,dur,firstrun_nfix,nfix
583729,en_88,1.0,6.0,92.0,the,0.0,0.0,0.0,0.0,0.0
583730,en_88,1.0,6.0,93.0,progress,162.0,388.0,517.0,2.0,3.0
583731,en_88,1.0,6.0,94.0,from,0.0,0.0,0.0,0.0,0.0
583732,en_88,1.0,6.0,95.0,one,228.0,477.0,477.0,2.0,2.0
583733,en_88,1.0,6.0,96.0,condition,197.0,381.0,381.0,2.0,2.0
583734,en_88,1.0,6.0,97.0,to,0.0,0.0,0.0,0.0,0.0
583735,en_88,1.0,6.0,98.0,"another,",147.0,399.0,399.0,2.0,2.0
583736,en_88,1.0,6.0,99.0,from,248.0,248.0,1162.0,1.0,3.0
583737,en_88,1.0,6.0,100.0,one,227.0,227.0,227.0,1.0,1.0
583738,en_88,1.0,6.0,101.0,vision,191.0,191.0,621.0,1.0,3.0
583739,en_88,1.0,6.0,102.0,to,165.0,165.0,165.0,1.0,1.0
583740,en_88,1.0,6.0,103.0,"another,",132.0,132.0,397.0,1.0,2.0
583741,en_88,1.0,6.0,104.0,and,175.0,175.0,359.0,1.0,2.0
583742,en_88,1.0,6.0,105.0,the,242.0,242.0,410.0,1.0,2.0
583743,en_88,1.0,6.0,106.0,growth,0.0,0.0,0.0,0.0,0.0
583744,en_88,1.0,6.0,107.0,of,0.0,0.0,0.0,0.0,0.0
583745,en_88,1.0,6.0,108.0,young,265.0,329.0,329.0,2.0,2.0
583746,en_88,1.0,6.0,109.0,people,0.0,0.0,0.0,0.0,0.0
583747,en_88,1.0,6.0,110.0,into,187.0,187.0,187.0,1.0,1.0
583748,en_88,1.0,6.0,111.0,adulthood.,213.0,213.0,213.0,1.0,1.0
583749,en_88,1.0,7.0,112.0,"Hence,",222.0,365.0,365.0,2.0,2.0
583750,en_88,1.0,7.0,113.0,Janus,252.0,841.0,1396.0,3.0,6.0
583751,en_88,1.0,7.0,114.0,was,188.0,188.0,188.0,1.0,1.0
583752,en_88,1.0,7.0,115.0,worshipped,145.0,681.0,900.0,3.0,4.0
583753,en_88,1.0,7.0,116.0,at,255.0,255.0,255.0,1.0,1.0
583754,en_88,1.0,7.0,117.0,the,148.0,148.0,558.0,1.0,3.0
583755,en_88,1.0,7.0,118.0,beginning,147.0,147.0,147.0,1.0,1.0
583756,en_88,1.0,7.0,119.0,of,191.0,275.0,275.0,2.0,2.0
583757,en_88,1.0,7.0,120.0,the,137.0,137.0,137.0,1.0,1.0
583758,en_88,1.0,7.0,121.0,harvest,357.0,357.0,494.0,1.0,2.0
583759,en_88,1.0,7.0,122.0,and,0.0,0.0,0.0,0.0,0.0
583760,en_88,1.0,7.0,123.0,planting,226.0,355.0,519.0,2.0,3.0
583761,en_88,1.0,7.0,124.0,"times,",0.0,0.0,0.0,0.0,0.0
583762,en_88,1.0,7.0,125.0,as,0.0,0.0,0.0,0.0,0.0
583763,en_88,1.0,7.0,126.0,well,335.0,335.0,499.0,1.0,2.0
583764,en_88,1.0,7.0,127.0,as,0.0,0.0,0.0,0.0,0.0
583765,en_88,1.0,7.0,128.0,at,192.0,192.0,192.0,1.0,1.0
583766,en_88,1.0,7.0,129.0,"marriages,",336.0,336.0,580.0,1.0,3.0
583767,en_88,1.0,7.0,130.0,"deaths,",258.0,258.0,449.0,1.0,2.0
583768,en_88,1.0,7.0,131.0,and,0.0,0.0,0.0,0.0,0.0
583769,en_88,1.0,7.0,132.0,other,356.0,356.0,566.0,1.0,2.0
583770,en_88,1.0,7.0,133.0,beginnings.,173.0,173.0,694.0,1.0,4.0
583771,en_88,1.0,8.0,134.0,Janus,178.0,178.0,178.0,1.0,1.0
583772,en_88,1.0,8.0,135.0,had,166.0,166.0,166.0,1.0,1.0
583773,en_88,1.0,8.0,136.0,no,0.0,0.0,0.0,0.0,0.0
583774,en_88,1.0,8.0,137.0,specialized,400.0,400.0,833.0,1.0,3.0
583775,en_88,1.0,8.0,138.0,priest,159.0,159.0,1354.0,1.0,5.0
583776,en_88,1.0,8.0,139.0,assigned,134.0,134.0,430.0,1.0,2.0
583777,en_88,1.0,8.0,140.0,to,0.0,0.0,0.0,0.0,0.0
583778,en_88,1.0,8.0,141.0,"him,",141.0,141.0,256.0,1.0,2.0
583779,en_88,1.0,8.0,142.0,but,214.0,214.0,214.0,1.0,1.0
583780,en_88,1.0,8.0,143.0,the,274.0,274.0,470.0,1.0,2.0
583781,en_88,1.0,8.0,144.0,high,112.0,112.0,205.0,1.0,2.0
