,uniform_id,trialid,sentnum,ianum,ia,firstfix_dur,firstrun_dur,dur,firstrun_nfix,nfix
602701,en_99,1.0,1.0,1.0,In,0.0,0.0,0.0,0.0,0.0
602702,en_99,1.0,1.0,2.0,ancient,251.0,251.0,251.0,1.0,1.0
602703,en_99,1.0,1.0,3.0,Roman,356.0,356.0,356.0,1.0,1.0
602704,en_99,1.0,1.0,4.0,religion,268.0,268.0,268.0,1.0,1.0
602705,en_99,1.0,1.0,5.0,and,0.0,0.0,0.0,0.0,0.0
602706,en_99,1.0,1.0,6.0,"myth,",371.0,371.0,371.0,1.0,1.0
602707,en_99,1.0,1.0,7.0,Janus,244.0,438.0,994.0,2.0,4.0
602708,en_99,1.0,1.0,8.0,is,0.0,0.0,0.0,0.0,0.0
602709,en_99,1.0,1.0,9.0,the,93.0,93.0,436.0,1.0,2.0
602710,en_99,1.0,1.0,10.0,god,165.0,165.0,422.0,1.0,2.0
602711,en_99,1.0,1.0,11.0,of,0.0,0.0,0.0,0.0,0.0
602712,en_99,1.0,1.0,12.0,beginnings,312.0,627.0,1350.0,2.0,6.0
602713,en_99,1.0,1.0,13.0,and,173.0,173.0,173.0,1.0,1.0
602714,en_99,1.0,1.0,14.0,gates.,306.0,306.0,723.0,1.0,4.0
602715,en_99,1.0,2.0,15.0,He,0.0,0.0,0.0,0.0,0.0
602716,en_99,1.0,2.0,16.0,has,215.0,215.0,407.0,1.0,2.0
602717,en_99,1.0,2.0,17.0,a,0.0,0.0,0.0,0.0,0.0
602718,en_99,1.0,2.0,18.0,double,282.0,282.0,282.0,1.0,1.0
602719,en_99,1.0,2.0,19.0,nature,312.0,312.0,312.0,1.0,1.0
602720,en_99,1.0,2.0,20.0,and,405.0,405.0,405.0,1.0,1.0
602721,en_99,1.0,2.0,21.0,is,0.0,0.0,0.0,0.0,0.0
602722,en_99,1.0,2.0,22.0,usually,245.0,245.0,245.0,1.0,1.0
602723,en_99,1.0,2.0,23.0,depicted,136.0,136.0,327.0,1.0,2.0
602724,en_99,1.0,2.0,24.0,as,0.0,0.0,0.0,0.0,0.0
602725,en_99,1.0,2.0,25.0,having,281.0,281.0,281.0,1.0,1.0
602726,en_99,1.0,2.0,26.0,two,0.0,0.0,0.0,0.0,0.0
602727,en_99,1.0,2.0,27.0,"faces,",67.0,67.0,67.0,1.0,1.0
602728,en_99,1.0,2.0,28.0,since,316.0,316.0,316.0,1.0,1.0
602729,en_99,1.0,2.0,29.0,he,0.0,0.0,0.0,0.0,0.0
602730,en_99,1.0,2.0,30.0,looks,309.0,309.0,309.0,1.0,1.0
602731,en_99,1.0,2.0,31.0,to,0.0,0.0,0.0,0.0,0.0
602732,en_99,1.0,2.0,32.0,the,273.0,273.0,273.0,1.0,1.0
602733,en_99,1.0,2.0,33.0,future,469.0,469.0,469.0,1.0,1.0
602734,en_99,1.0,2.0,34.0,and,536.0,536.0,536.0,1.0,1.0
602735,en_99,1.0,2.0,35.0,to,0.0,0.0,0.0,0.0,0.0
602736,en_99,1.0,2.0,36.0,the,269.0,269.0,269.0,1.0,1.0
602737,en_99,1.0,2.0,37.0,past.,0.0,0.0,0.0,0.0,0.0
602738,en_99,1.0,3.0,38.0,Janus,125.0,125.0,125.0,1.0,1.0
602739,en_99,1.0,3.0,39.0,presided,239.0,587.0,1091.0,3.0,4.0
602740,en_99,1.0,3.0,40.0,over,315.0,315.0,710.0,1.0,2.0
602741,en_99,1.0,3.0,41.0,the,0.0,0.0,0.0,0.0,0.0
602742,en_99,1.0,3.0,42.0,beginning,163.0,411.0,411.0,2.0,2.0
602743,en_99,1.0,3.0,43.0,and,0.0,0.0,0.0,0.0,0.0
602744,en_99,1.0,3.0,44.0,ending,376.0,376.0,376.0,1.0,1.0
602745,en_99,1.0,3.0,45.0,of,118.0,118.0,118.0,1.0,1.0
602746,en_99,1.0,3.0,46.0,"conflict,",203.0,469.0,677.0,2.0,3.0
602747,en_99,1.0,3.0,47.0,and,0.0,0.0,0.0,0.0,0.0
602748,en_99,1.0,3.0,48.0,hence,195.0,195.0,195.0,1.0,1.0
602749,en_99,1.0,3.0,49.0,war,298.0,298.0,298.0,1.0,1.0
602750,en_99,1.0,3.0,50.0,and,119.0,119.0,119.0,1.0,1.0
602751,en_99,1.0,3.0,51.0,peace.,87.0,87.0,87.0,1.0,1.0
602752,en_99,1.0,4.0,52.0,The,196.0,196.0,196.0,1.0,1.0
602753,en_99,1.0,4.0,53.0,doors,0.0,0.0,0.0,0.0,0.0
602754,en_99,1.0,4.0,54.0,of,192.0,192.0,192.0,1.0,1.0
602755,en_99,1.0,4.0,55.0,his,0.0,0.0,0.0,0.0,0.0
602756,en_99,1.0,4.0,56.0,temple,324.0,324.0,324.0,1.0,1.0
602757,en_99,1.0,4.0,57.0,were,0.0,0.0,0.0,0.0,0.0
602758,en_99,1.0,4.0,58.0,open,233.0,233.0,381.0,1.0,2.0
602759,en_99,1.0,4.0,59.0,in,0.0,0.0,0.0,0.0,0.0
602760,en_99,1.0,4.0,60.0,times,193.0,193.0,621.0,1.0,2.0
602761,en_99,1.0,4.0,61.0,of,0.0,0.0,0.0,0.0,0.0
602762,en_99,1.0,4.0,62.0,war,642.0,642.0,642.0,1.0,1.0
602763,en_99,1.0,4.0,63.0,and,0.0,0.0,0.0,0.0,0.0
602764,en_99,1.0,4.0,64.0,closed,263.0,263.0,263.0,1.0,1.0
602765,en_99,1.0,4.0,65.0,during,281.0,281.0,281.0,1.0,1.0
602766,en_99,1.0,4.0,66.0,peacetime.,252.0,833.0,833.0,3.0,3.0
602767,en_99,1.0,5.0,67.0,As,0.0,0.0,0.0,0.0,0.0
602768,en_99,1.0,5.0,68.0,the,301.0,301.0,301.0,1.0,1.0
602769,en_99,1.0,5.0,69.0,god,0.0,0.0,0.0,0.0,0.0
602770,en_99,1.0,5.0,70.0,of,214.0,214.0,214.0,1.0,1.0
602771,en_99,1.0,5.0,71.0,"gates,",457.0,457.0,457.0,1.0,1.0
602772,en_99,1.0,5.0,72.0,he,0.0,0.0,0.0,0.0,0.0
602773,en_99,1.0,5.0,73.0,was,0.0,0.0,0.0,0.0,0.0
602774,en_99,1.0,5.0,74.0,also,203.0,203.0,440.0,1.0,2.0
602775,en_99,1.0,5.0,75.0,associated,237.0,237.0,237.0,1.0,1.0
602776,en_99,1.0,5.0,76.0,with,0.0,0.0,0.0,0.0,0.0
602777,en_99,1.0,5.0,77.0,entering,236.0,236.0,236.0,1.0,1.0
602778,en_99,1.0,5.0,78.0,and,0.0,0.0,0.0,0.0,0.0
602779,en_99,1.0,5.0,79.0,exiting,184.0,184.0,184.0,1.0,1.0
602780,en_99,1.0,5.0,80.0,the,0.0,0.0,0.0,0.0,0.0
602781,en_99,1.0,5.0,81.0,doors,124.0,124.0,356.0,1.0,2.0
602782,en_99,1.0,5.0,82.0,of,0.0,0.0,0.0,0.0,0.0
602783,en_99,1.0,5.0,83.0,homes.,110.0,110.0,558.0,1.0,4.0
602784,en_99,1.0,6.0,84.0,Janus,301.0,301.0,301.0,1.0,1.0
602785,en_99,1.0,6.0,85.0,frequently,177.0,177.0,443.0,1.0,2.0
602786,en_99,1.0,6.0,86.0,symbolized,281.0,281.0,281.0,1.0,1.0
602787,en_99,1.0,6.0,87.0,change,269.0,269.0,269.0,1.0,1.0
602788,en_99,1.0,6.0,88.0,and,0.0,0.0,0.0,0.0,0.0
602789,en_99,1.0,6.0,89.0,"transitions,",211.0,211.0,211.0,1.0,1.0
602790,en_99,1.0,6.0,90.0,such,0.0,0.0,0.0,0.0,0.0
602791,en_99,1.0,6.0,91.0,as,248.0,248.0,248.0,1.0,1.0
602792,en_99,1.0,6.0,92.0,the,0.0,0.0,0.0,0.0,0.0
602793,en_99,1.0,6.0,93.0,progress,209.0,209.0,209.0,1.0,1.0
602794,en_99,1.0,6.0,94.0,from,0.0,0.0,0.0,0.0,0.0
602795,en_99,1.0,6.0,95.0,one,177.0,177.0,177.0,1.0,1.0
602796,en_99,1.0,6.0,96.0,condition,219.0,219.0,219.0,1.0,1.0
602797,en_99,1.0,6.0,97.0,to,0.0,0.0,0.0,0.0,0.0
602798,en_99,1.0,6.0,98.0,"another,",240.0,240.0,240.0,1.0,1.0
602799,en_99,1.0,6.0,99.0,from,118.0,118.0,118.0,1.0,1.0
602800,en_99,1.0,6.0,100.0,one,239.0,239.0,239.0,1.0,1.0
602801,en_99,1.0,6.0,101.0,vision,197.0,197.0,197.0,1.0,1.0
602802,en_99,1.0,6.0,102.0,to,0.0,0.0,0.0,0.0,0.0
602803,en_99,1.0,6.0,103.0,"another,",200.0,200.0,200.0,1.0,1.0
602804,en_99,1.0,6.0,104.0,and,0.0,0.0,0.0,0.0,0.0
602805,en_99,1.0,6.0,105.0,the,0.0,0.0,0.0,0.0,0.0
602806,en_99,1.0,6.0,106.0,growth,197.0,197.0,197.0,1.0,1.0
602807,en_99,1.0,6.0,107.0,of,0.0,0.0,0.0,0.0,0.0
602808,en_99,1.0,6.0,108.0,young,255.0,255.0,255.0,1.0,1.0
602809,en_99,1.0,6.0,109.0,people,0.0,0.0,0.0,0.0,0.0
602810,en_99,1.0,6.0,110.0,into,212.0,212.0,212.0,1.0,1.0
602811,en_99,1.0,6.0,111.0,adulthood.,333.0,333.0,333.0,1.0,1.0
602812,en_99,1.0,7.0,112.0,"Hence,",0.0,0.0,0.0,0.0,0.0
602813,en_99,1.0,7.0,113.0,Janus,209.0,209.0,209.0,1.0,1.0
602814,en_99,1.0,7.0,114.0,was,0.0,0.0,0.0,0.0,0.0
602815,en_99,1.0,7.0,115.0,worshipped,141.0,267.0,267.0,2.0,2.0
602816,en_99,1.0,7.0,116.0,at,0.0,0.0,0.0,0.0,0.0
602817,en_99,1.0,7.0,117.0,the,294.0,294.0,294.0,1.0,1.0
602818,en_99,1.0,7.0,118.0,beginning,0.0,0.0,0.0,0.0,0.0
602819,en_99,1.0,7.0,119.0,of,0.0,0.0,0.0,0.0,0.0
602820,en_99,1.0,7.0,120.0,the,173.0,173.0,173.0,1.0,1.0
602821,en_99,1.0,7.0,121.0,harvest,0.0,0.0,0.0,0.0,0.0
602822,en_99,1.0,7.0,122.0,and,151.0,151.0,151.0,1.0,1.0
602823,en_99,1.0,7.0,123.0,planting,0.0,0.0,0.0,0.0,0.0
602824,en_99,1.0,7.0,124.0,"times,",239.0,239.0,239.0,1.0,1.0
602825,en_99,1.0,7.0,125.0,as,0.0,0.0,0.0,0.0,0.0
602826,en_99,1.0,7.0,126.0,well,249.0,249.0,249.0,1.0,1.0
602827,en_99,1.0,7.0,127.0,as,0.0,0.0,0.0,0.0,0.0
602828,en_99,1.0,7.0,128.0,at,0.0,0.0,0.0,0.0,0.0
602829,en_99,1.0,7.0,129.0,"marriages,",223.0,223.0,223.0,1.0,1.0
602830,en_99,1.0,7.0,130.0,"deaths,",244.0,244.0,244.0,1.0,1.0
602831,en_99,1.0,7.0,131.0,and,0.0,0.0,0.0,0.0,0.0
602832,en_99,1.0,7.0,132.0,other,0.0,0.0,0.0,0.0,0.0
602833,en_99,1.0,7.0,133.0,beginnings.,210.0,210.0,210.0,1.0,1.0
602834,en_99,1.0,8.0,134.0,Janus,0.0,0.0,0.0,0.0,0.0
602835,en_99,1.0,8.0,135.0,had,299.0,299.0,299.0,1.0,1.0
602836,en_99,1.0,8.0,136.0,no,239.0,239.0,239.0,1.0,1.0
602837,en_99,1.0,8.0,137.0,specialized,249.0,249.0,502.0,1.0,2.0
602838,en_99,1.0,8.0,138.0,priest,209.0,209.0,209.0,1.0,1.0
602839,en_99,1.0,8.0,139.0,assigned,299.0,299.0,299.0,1.0,1.0
602840,en_99,1.0,8.0,140.0,to,0.0,0.0,0.0,0.0,0.0
602841,en_99,1.0,8.0,141.0,"him,",0.0,0.0,0.0,0.0,0.0
602842,en_99,1.0,8.0,142.0,but,158.0,158.0,158.0,1.0,1.0
602843,en_99,1.0,8.0,143.0,the,0.0,0.0,0.0,0.0,0.0
602844,en_99,1.0,8.0,144.0,high,196.0,196.0,196.0,1.0,1.0
602845,en_99,1.0,8.0,145.0,priest,267.0,267.0,267.0,1.0,1.0
602846,en_99,1.0,8.0,146.0,himself,146.0,146.0,335.0,1.0,2.0
602847,en_99,1.0,8.0,147.0,carried,258.0,258.0,406.0,1.0,2.0
602848,en_99,1.0,8.0,148.0,out,255.0,255.0,255.0,1.0,1.0
602849,en_99,1.0,8.0,149.0,his,0.0,0.0,0.0,0.0,0.0
602850,en_99,1.0,8.0,150.0,ceremonies.,204.0,671.0,671.0,3.0,3.0
602851,en_99,1.0,9.0,151.0,Janus,273.0,273.0,273.0,1.0,1.0
602852,en_99,1.0,9.0,152.0,represented,274.0,685.0,1025.0,2.0,3.0
602853,en_99,1.0,9.0,153.0,the,0.0,0.0,0.0,0.0,0.0
602854,en_99,1.0,9.0,154.0,middle,274.0,274.0,274.0,1.0,1.0
602855,en_99,1.0,9.0,155.0,ground,264.0,264.0,264.0,1.0,1.0
602856,en_99,1.0,9.0,156.0,between,0.0,0.0,0.0,0.0,0.0
602857,en_99,1.0,9.0,157.0,barbarism,232.0,624.0,624.0,3.0,3.0
602858,en_99,1.0,9.0,158.0,and,0.0,0.0,0.0,0.0,0.0
602859,en_99,1.0,9.0,159.0,"civilization,",314.0,891.0,891.0,3.0,3.0
602860,en_99,1.0,9.0,160.0,rural,224.0,224.0,224.0,1.0,1.0
602861,en_99,1.0,9.0,161.0,and,232.0,232.0,232.0,1.0,1.0
602862,en_99,1.0,9.0,162.0,urban,0.0,0.0,0.0,0.0,0.0
602863,en_99,1.0,9.0,163.0,"space,",511.0,511.0,735.0,1.0,2.0
602864,en_99,1.0,9.0,164.0,youth,285.0,446.0,446.0,2.0,2.0
602865,en_99,1.0,9.0,165.0,and,0.0,0.0,0.0,0.0,0.0
602866,en_99,1.0,9.0,166.0,adulthood.,286.0,286.0,286.0,1.0,1.0
602867,en_99,1.0,10.0,167.0,The,212.0,212.0,212.0,1.0,1.0
602868,en_99,1.0,10.0,168.0,ancient,0.0,0.0,0.0,0.0,0.0
602869,en_99,1.0,10.0,169.0,Greeks,244.0,244.0,244.0,1.0,1.0
602870,en_99,1.0,10.0,170.0,had,0.0,0.0,0.0,0.0,0.0
602871,en_99,1.0,10.0,171.0,no,152.0,152.0,152.0,1.0,1.0
602872,en_99,1.0,10.0,172.0,equivalent,159.0,159.0,159.0,1.0,1.0
602873,en_99,1.0,10.0,173.0,to,0.0,0.0,0.0,0.0,0.0
602874,en_99,1.0,10.0,174.0,"Janus,",289.0,289.0,289.0,1.0,1.0
602875,en_99,1.0,10.0,175.0,whom,347.0,347.0,347.0,1.0,1.0
602876,en_99,1.0,10.0,176.0,the,255.0,255.0,255.0,1.0,1.0
602877,en_99,1.0,10.0,177.0,Romans,0.0,0.0,0.0,0.0,0.0
602878,en_99,1.0,10.0,178.0,claimed,306.0,390.0,1410.0,2.0,5.0
602879,en_99,1.0,10.0,179.0,as,240.0,240.0,469.0,1.0,2.0
602880,en_99,1.0,10.0,180.0,distinctively,295.0,295.0,961.0,1.0,3.0
602881,en_99,1.0,10.0,181.0,their,241.0,241.0,2189.0,1.0,7.0
602882,en_99,1.0,10.0,182.0,own.,218.0,218.0,1265.0,1.0,4.0
602883,en_99,2.0,1.0,1.0,The,0.0,0.0,0.0,0.0,0.0
602884,en_99,2.0,1.0,2.0,shaka,350.0,350.0,713.0,1.0,3.0
602885,en_99,2.0,1.0,3.0,"sign,",141.0,141.0,433.0,1.0,3.0
602886,en_99,2.0,1.0,4.0,sometimes,126.0,126.0,981.0,1.0,4.0
602887,en_99,2.0,1.0,5.0,known,234.0,234.0,234.0,1.0,1.0
602888,en_99,2.0,1.0,6.0,as,200.0,200.0,200.0,1.0,1.0
602889,en_99,2.0,1.0,7.0,"""hang",177.0,177.0,757.0,1.0,4.0
602890,en_99,2.0,1.0,8.0,"loose"",",196.0,399.0,642.0,2.0,3.0
602891,en_99,2.0,1.0,9.0,is,176.0,176.0,176.0,1.0,1.0
602892,en_99,2.0,1.0,10.0,a,212.0,212.0,442.0,1.0,2.0
602893,en_99,2.0,1.0,11.0,gesture,486.0,486.0,641.0,1.0,2.0
602894,en_99,2.0,1.0,12.0,of,234.0,234.0,417.0,1.0,2.0
602895,en_99,2.0,1.0,13.0,friendly,693.0,693.0,947.0,1.0,2.0
602896,en_99,2.0,1.0,14.0,intent,391.0,391.0,1009.0,1.0,3.0
602897,en_99,2.0,1.0,15.0,often,293.0,293.0,293.0,1.0,1.0
602898,en_99,2.0,1.0,16.0,associated,222.0,222.0,935.0,1.0,4.0
602899,en_99,2.0,1.0,17.0,with,0.0,0.0,0.0,0.0,0.0
602900,en_99,2.0,1.0,18.0,Hawaii,207.0,314.0,475.0,2.0,3.0
602901,en_99,2.0,1.0,19.0,and,0.0,0.0,0.0,0.0,0.0
602902,en_99,2.0,1.0,20.0,surf,330.0,330.0,330.0,1.0,1.0
602903,en_99,2.0,1.0,21.0,culture.,153.0,153.0,637.0,1.0,3.0
602904,en_99,2.0,2.0,22.0,The,0.0,0.0,0.0,0.0,0.0
602905,en_99,2.0,2.0,23.0,gesture,154.0,154.0,472.0,1.0,2.0
602906,en_99,2.0,2.0,24.0,is,0.0,0.0,0.0,0.0,0.0
602907,en_99,2.0,2.0,25.0,made,0.0,0.0,0.0,0.0,0.0
602908,en_99,2.0,2.0,26.0,by,202.0,202.0,202.0,1.0,1.0
602909,en_99,2.0,2.0,27.0,extending,206.0,206.0,206.0,1.0,1.0
602910,en_99,2.0,2.0,28.0,the,0.0,0.0,0.0,0.0,0.0
602911,en_99,2.0,2.0,29.0,thumb,269.0,269.0,269.0,1.0,1.0
602912,en_99,2.0,2.0,30.0,and,0.0,0.0,0.0,0.0,0.0
602913,en_99,2.0,2.0,31.0,smallest,229.0,350.0,931.0,2.0,4.0
602914,en_99,2.0,2.0,32.0,finger,186.0,186.0,528.0,1.0,3.0
602915,en_99,2.0,2.0,33.0,while,0.0,0.0,0.0,0.0,0.0
602916,en_99,2.0,2.0,34.0,holding,197.0,197.0,772.0,1.0,3.0
602917,en_99,2.0,2.0,35.0,the,203.0,203.0,203.0,1.0,1.0
602918,en_99,2.0,2.0,36.0,three,292.0,292.0,292.0,1.0,1.0
602919,en_99,2.0,2.0,37.0,middle,226.0,226.0,226.0,1.0,1.0
602920,en_99,2.0,2.0,38.0,fingers,256.0,256.0,364.0,1.0,2.0
602921,en_99,2.0,2.0,39.0,curled,284.0,284.0,453.0,1.0,2.0
602922,en_99,2.0,2.0,40.0,and,210.0,210.0,210.0,1.0,1.0
602923,en_99,2.0,2.0,41.0,gesturing,294.0,294.0,294.0,1.0,1.0
602924,en_99,2.0,2.0,42.0,in,0.0,0.0,0.0,0.0,0.0
602925,en_99,2.0,2.0,43.0,salutation,356.0,356.0,356.0,1.0,1.0
602926,en_99,2.0,2.0,44.0,while,0.0,0.0,0.0,0.0,0.0
602927,en_99,2.0,2.0,45.0,presenting,156.0,156.0,899.0,1.0,4.0
602928,en_99,2.0,2.0,46.0,the,0.0,0.0,0.0,0.0,0.0
602929,en_99,2.0,2.0,47.0,front,0.0,0.0,0.0,0.0,0.0
602930,en_99,2.0,2.0,48.0,or,126.0,126.0,126.0,1.0,1.0
602931,en_99,2.0,2.0,49.0,back,236.0,236.0,420.0,1.0,2.0
602932,en_99,2.0,2.0,50.0,of,0.0,0.0,0.0,0.0,0.0
602933,en_99,2.0,2.0,51.0,the,361.0,361.0,361.0,1.0,1.0
602934,en_99,2.0,2.0,52.0,hand;,0.0,0.0,0.0,0.0,0.0
602935,en_99,2.0,2.0,53.0,the,191.0,191.0,191.0,1.0,1.0
602936,en_99,2.0,2.0,54.0,hand,569.0,569.0,1075.0,1.0,3.0
602937,en_99,2.0,2.0,55.0,may,166.0,166.0,884.0,1.0,4.0
602938,en_99,2.0,2.0,56.0,be,0.0,0.0,0.0,0.0,0.0
602939,en_99,2.0,2.0,57.0,rotated,194.0,411.0,411.0,2.0,2.0
602940,en_99,2.0,2.0,58.0,back,112.0,112.0,112.0,1.0,1.0
602941,en_99,2.0,2.0,59.0,and,0.0,0.0,0.0,0.0,0.0
602942,en_99,2.0,2.0,60.0,forth,349.0,349.0,349.0,1.0,1.0
602943,en_99,2.0,2.0,61.0,for,0.0,0.0,0.0,0.0,0.0
602944,en_99,2.0,2.0,62.0,emphasis.,297.0,297.0,297.0,1.0,1.0
602945,en_99,2.0,3.0,63.0,The,0.0,0.0,0.0,0.0,0.0
602946,en_99,2.0,3.0,64.0,shaka,190.0,190.0,190.0,1.0,1.0
602947,en_99,2.0,3.0,65.0,sign,169.0,169.0,169.0,1.0,1.0
602948,en_99,2.0,3.0,66.0,was,158.0,158.0,158.0,1.0,1.0
602949,en_99,2.0,3.0,67.0,adopted,105.0,105.0,105.0,1.0,1.0
602950,en_99,2.0,3.0,68.0,from,171.0,171.0,171.0,1.0,1.0
602951,en_99,2.0,3.0,69.0,local,0.0,0.0,0.0,0.0,0.0
602952,en_99,2.0,3.0,70.0,Hawaiian,341.0,519.0,519.0,2.0,2.0
602953,en_99,2.0,3.0,71.0,culture,0.0,0.0,0.0,0.0,0.0
602954,en_99,2.0,3.0,72.0,and,200.0,200.0,200.0,1.0,1.0
602955,en_99,2.0,3.0,73.0,customs,73.0,73.0,73.0,1.0,1.0
602956,en_99,2.0,3.0,74.0,by,0.0,0.0,0.0,0.0,0.0
602957,en_99,2.0,3.0,75.0,visiting,317.0,317.0,445.0,1.0,2.0
602958,en_99,2.0,3.0,76.0,surfers,122.0,122.0,285.0,1.0,2.0
602959,en_99,2.0,3.0,77.0,in,0.0,0.0,0.0,0.0,0.0
602960,en_99,2.0,3.0,78.0,the,0.0,0.0,0.0,0.0,0.0
602961,en_99,2.0,3.0,79.0,"1960s,",226.0,226.0,226.0,1.0,1.0
602962,en_99,2.0,3.0,80.0,and,153.0,153.0,153.0,1.0,1.0
602963,en_99,2.0,3.0,81.0,its,0.0,0.0,0.0,0.0,0.0
602964,en_99,2.0,3.0,82.0,use,216.0,216.0,328.0,1.0,2.0
602965,en_99,2.0,3.0,83.0,has,235.0,235.0,235.0,1.0,1.0
